duration,distance,place,type
05:18:31,164.52,MACAÉ,CARRETA
04:51:44,164.25,SÃO PAULO,TOCO
05:42:07,164.19,DUQUE DE CAXIAS,TOCO
03:30:01,163.86,RISER,CARRETA
05:21:34,162.3,MACAÉ,CARRETA
04:02:11,161.89,SÃO PAULO,VUC
03:55:08,161.69,MACAÉ,CARRETA
05:35:40,161.32,SÃO PAULO,VUC
05:01:10,160.84,VITÓRIA,VUC
05:35:38,160.63,DUQUE DE CAXIAS,VUC
04:48:20,160.38,RISER,CARRETA
04:42:18,160.23,SÃO PAULO,VUC
03:40:54,160.19,DUQUE DE CAXIAS,CARRETA
05:13:59,160.01,SÃO PAULO,VUC
06:56:04,159.3,SÃO PAULO,VUC
03:40:50,158.99,MACAÉ,CARRETA
04:36:24,158.48,RISER,CARRETA
04:06:20,158.37,DUQUE DE CAXIAS,CARRETA
04:01:55,157.83,SÃO PAULO,TOCO
03:30:40,157.09,MACAÉ,CARRETA
05:44:53,156.71,DUQUE DE CAXIAS,TOCO
03:22:39,156.19,VITÓRIA,VUC
04:07:36,155.15,MACAÉ,CARRETA
05:41:10,154.32,DUQUE DE CAXIAS,VUC
03:24:14,154.14,MACAÉ,CARRETA
03:30:55,154.05,MACAÉ,CARRETA
07:46:45,153.63,DUQUE DE CAXIAS,VUC
03:44:14,153.49,MACAÉ,CARRETA
07:23:17,152.91,SÃO PAULO,VUC
05:15:03,152.54,SÃO PAULO,VUC
03:46:28,151.99,MACAÉ,CARRETA
04:53:49,151.83,DUQUE DE CAXIAS,CARRETA
05:14:46,150.38,VITÓRIA,VUC
03:42:36,150.36,MACAÉ,CARRETA
04:34:51,150.19,RISER,CARRETA
04:53:37,150.18,SÃO PAULO,VUC
07:21:13,149.72,DUQUE DE CAXIAS,TOCO
05:41:02,148.96,SÃO PAULO,VUC
04:05:52,148.1,SÃO PAULO,TOCO
05:19:17,148.04,SÃO PAULO,VUC
04:57:31,148.03,SÃO PAULO,VUC
05:54:09,147.51,SÃO PAULO,VUC
05:34:22,146.77,SÃO PAULO,VUC
04:12:52,146.6,SÃO PAULO,TOCO
05:33:46,146.55,DUQUE DE CAXIAS,VUC
03:35:03,145.66,DUQUE DE CAXIAS,TOCO
02:21:17,145.62,SÃO PAULO,TOCO
05:20:14,145.35,DUQUE DE CAXIAS,TOCO
03:49:36,144.91,SÃO PAULO,TOCO
03:13:59,142.46,SÃO PAULO,TOCO
04:25:46,142.27,SÃO PAULO,VUC
04:03:09,141.65,MACAÉ,CARRETA
04:53:15,141.43,DUQUE DE CAXIAS,VUC
05:36:58,141.19,DUQUE DE CAXIAS,TOCO
03:06:19,141.11,MACAÉ,CARRETA
02:57:34,140.9,VITÓRIA,VUC
05:04:39,140.69,DUQUE DE CAXIAS,TOCO
06:21:58,140.14,DUQUE DE CAXIAS,VUC
04:53:38,140.14,DUQUE DE CAXIAS,TOCO
04:28:07,139.45,SÃO PAULO,TOCO
02:25:06,139.21,VITÓRIA,VUC
05:31:36,138.93,DUQUE DE CAXIAS,CARRETA
06:24:59,138.67,SÃO PAULO,VUC
02:17:59,138.56,SÃO PAULO,TOCO
03:24:49,138.43,MACAÉ,CARRETA
04:13:03,137.93,DUQUE DE CAXIAS,TOCO
02:41:21,137.93,SÃO PAULO,TOCO
02:44:50,136.75,MACAÉ,CARRETA
04:25:38,136.51,DUQUE DE CAXIAS,TOCO
05:46:44,136.21,DUQUE DE CAXIAS,CARRETA
06:31:23,135.7,DUQUE DE CAXIAS,TOCO
03:21:58,135.64,DUQUE DE CAXIAS,VUC
02:31:15,135.14,RISER,CARRETA
02:06:04,135.11,SÃO PAULO,TOCO
03:01:49,134.93,MACAÉ,CARRETA
04:49:52,134.73,SÃO PAULO,VUC
06:27:20,134.67,MACAÉ,VUC
02:16:34,134.62,MACAÉ,CARRETA
04:42:42,134.32,SÃO PAULO,VUC
04:16:20,134.12,SÃO PAULO,VUC
04:02:45,133.99,MACAÉ,CARRETA
03:04:04,133.93,MACAÉ,CARRETA
05:57:37,133.44,MACAÉ,VUC
04:35:30,132.74,DUQUE DE CAXIAS,CARRETA
02:36:09,132.28,MACAÉ,CARRETA
02:56:33,132.18,MACAÉ,CARRETA
02:58:19,131.9,MACAÉ,CARRETA
03:49:14,131.75,SÃO PAULO,TOCO
04:51:44,129.97,DUQUE DE CAXIAS,VUC
04:52:14,129.86,DUQUE DE CAXIAS,TOCO
05:06:18,129.69,MACAÉ,CARRETA
04:46:30,129.62,DUQUE DE CAXIAS,TOCO
03:42:44,128.81,DUQUE DE CAXIAS,VUC
03:49:23,128.38,SÃO PAULO,TOCO
04:44:50,127.3,DUQUE DE CAXIAS,VUC
03:27:21,124.79,VITÓRIA,VUC
04:52:33,124.22,SÃO PAULO,VUC
03:25:12,123.84,SÃO PAULO,TOCO
06:02:30,123.45,DUQUE DE CAXIAS,TOCO
03:36:24,122.91,SÃO PAULO,TOCO
03:48:29,122.58,SÃO PAULO,TOCO
04:11:00,121.46,DUQUE DE CAXIAS,TOCO
04:21:25,121.18,SÃO PAULO,VUC
03:19:38,119.97,DUQUE DE CAXIAS,VUC
05:23:00,119.14,SÃO PAULO,VUC
07:05:33,119.12,DUQUE DE CAXIAS,VUC
05:21:13,118.77,DUQUE DE CAXIAS,VUC
04:11:22,118.69,DUQUE DE CAXIAS,TOCO
05:16:19,117.66,SÃO PAULO,VUC
03:54:28,116.13,SÃO PAULO,VUC
05:19:22,115.7,DUQUE DE CAXIAS,CARRETA
04:28:53,114.98,SÃO PAULO,VUC
04:28:58,114.56,MACAÉ,CARRETA
05:33:33,114.04,DUQUE DE CAXIAS,TOCO
03:45:11,113.79,VITÓRIA,VUC
04:51:05,112.09,DUQUE DE CAXIAS,TOCO
04:17:54,111.56,VITÓRIA,VUC
06:24:04,110.35,DUQUE DE CAXIAS,TOCO
02:16:26,110.32,MACAÉ,CARRETA
03:19:34,110.31,DUQUE DE CAXIAS,VUC
05:11:31,110.1,DUQUE DE CAXIAS,TOCO
04:45:57,109.82,MACAÉ,CARRETA
04:15:32,108.62,DUQUE DE CAXIAS,TOCO
04:39:24,108.56,MACAÉ,CARRETA
03:51:18,108.16,RISER,CARRETA
02:53:58,108.14,SÃO PAULO,TOCO
03:09:10,107.86,DUQUE DE CAXIAS,TOCO
04:29:03,106.89,DUQUE DE CAXIAS,CARRETA
04:00:55,106.57,MACAÉ,VUC
04:43:25,106.4,RISER,CARRETA
03:57:46,105.29,SÃO PAULO,TOCO
03:34:41,104.03,MACAÉ,VUC
04:33:19,101.8,DUQUE DE CAXIAS,TOCO
04:05:36,101.8,SÃO PAULO,TOCO
03:06:48,101.52,DUQUE DE CAXIAS,TOCO
12:02:09,101.26,SÃO PAULO,TOCO
04:34:02,101.05,RISER,CARRETA
02:31:30,100.98,DUQUE DE CAXIAS,CARRETA
02:10:48,100.61,VITÓRIA,VUC
03:23:27,100.43,DUQUE DE CAXIAS,VUC
04:29:01,98.67,VITÓRIA,VUC
01:50:53,98.43,SÃO PAULO,TOCO
01:43:02,98.39,SÃO PAULO,TOCO
04:16:28,98.37,VITÓRIA,VUC
02:00:10,97.61,MACAÉ,CARRETA
02:54:43,97.41,DUQUE DE CAXIAS,TOCO
03:45:17,97.28,DUQUE DE CAXIAS,VUC
03:40:32,96.82,DUQUE DE CAXIAS,TOCO
03:47:51,96.8,DUQUE DE CAXIAS,VUC
06:15:32,96.54,DUQUE DE CAXIAS,VUC
02:35:23,95.81,CBO INTEGRA,TOCO
07:01:30,95.6,DUQUE DE CAXIAS,TOCO
02:55:54,95.57,MACAÉ,CARRETA
01:51:16,95.48,DUQUE DE CAXIAS,VUC
03:27:56,95.47,DUQUE DE CAXIAS,TOCO
03:48:14,95.3,DUQUE DE CAXIAS,CARRETA
03:58:53,95.2,SÃO PAULO,VUC
03:13:17,94.79,DUQUE DE CAXIAS,VUC
02:49:30,94.7,DUQUE DE CAXIAS,TOCO
02:25:32,94.64,SÃO PAULO,TOCO
02:54:56,94.61,DUQUE DE CAXIAS,TOCO
05:02:21,93.74,RISER,CARRETA
02:22:13,93.53,SÃO PAULO,TOCO
03:47:28,92.81,DUQUE DE CAXIAS,TOCO
03:09:31,92.69,DUQUE DE CAXIAS,VUC
02:54:59,92.17,DUQUE DE CAXIAS,TOCO
03:44:08,91.98,VITÓRIA,VUC
03:25:14,91.75,VITÓRIA,VUC
02:01:17,91.71,DUQUE DE CAXIAS,VUC
01:50:41,90.68,MACAÉ,CARRETA
03:56:41,90.52,DUQUE DE CAXIAS,TOCO
02:47:00,90.52,MACAÉ,CARRETA
02:41:02,90.35,VITÓRIA,VUC
02:51:05,90.13,DUQUE DE CAXIAS,TOCO
02:51:32,89.98,MACAÉ,CARRETA
03:20:44,89.79,DUQUE DE CAXIAS,TOCO
04:01:55,89.35,MACAÉ,CARRETA
05:00:18,89.09,DUQUE DE CAXIAS,CARRETA
04:15:27,89.0,SÃO PAULO,TOCO
05:50:09,88.79,DUQUE DE CAXIAS,CARRETA
04:20:59,88.73,DUQUE DE CAXIAS,TOCO
02:55:19,88.68,DUQUE DE CAXIAS,TOCO
03:44:54,87.26,RISER,CARRETA
03:03:46,85.7,VITÓRIA,VUC
03:00:35,85.13,MACAÉ,CARRETA
04:33:32,84.97,DUQUE DE CAXIAS,CARRETA
09:51:26,84.36,DUQUE DE CAXIAS,TOCO
04:14:41,84.32,DUQUE DE CAXIAS,TOCO
02:59:42,83.75,MACAÉ,CARRETA
04:38:28,83.25,VITÓRIA,VUC
06:33:12,81.87,DUQUE DE CAXIAS,TOCO
03:38:36,81.77,DUQUE DE CAXIAS,TOCO
03:54:16,81.5,DUQUE DE CAXIAS,TOCO
03:43:04,81.16,DUQUE DE CAXIAS,CARRETA
01:43:33,81.09,SÃO PAULO,TOCO
02:21:17,80.8,DUQUE DE CAXIAS,VUC
03:12:36,80.47,VITÓRIA,VUC
02:01:54,80.42,SÃO PAULO,TOCO
02:49:26,79.95,DUQUE DE CAXIAS,TOCO
03:21:27,79.33,MACAÉ,CARRETA
02:55:30,78.53,DUQUE DE CAXIAS,TOCO
03:46:29,78.44,MACAÉ,CARRETA
03:14:19,78.39,VITÓRIA,VUC
03:09:01,77.16,SÃO PAULO,TOCO
04:25:38,76.95,DUQUE DE CAXIAS,TOCO
04:25:30,76.69,DUQUE DE CAXIAS,CARRETA
02:33:06,76.64,MACAÉ,CARRETA
04:16:47,76.4,CBO INTEGRA,VUC
03:45:31,76.29,DUQUE DE CAXIAS,CARRETA
04:07:29,76.22,DUQUE DE CAXIAS,TOCO
03:15:28,75.91,MACAÉ,CARRETA
02:16:20,75.79,DUQUE DE CAXIAS,TOCO
03:48:23,75.78,DUQUE DE CAXIAS,TOCO
03:07:05,75.7,DUQUE DE CAXIAS,CARRETA
03:26:14,75.59,DUQUE DE CAXIAS,TOCO
02:32:53,75.28,DUQUE DE CAXIAS,TOCO
03:07:28,74.92,DUQUE DE CAXIAS,CARRETA
03:49:18,74.87,DUQUE DE CAXIAS,CARRETA
02:55:24,74.76,RISER,CARRETA
02:42:20,74.71,DUQUE DE CAXIAS,VUC
01:42:40,74.41,DUQUE DE CAXIAS,VUC
03:02:50,74.27,DUQUE DE CAXIAS,CARRETA
04:49:54,74.24,MACAÉ,CARRETA
03:20:22,74.07,DUQUE DE CAXIAS,CARRETA
03:25:47,74.05,SÃO PAULO,TOCO
03:03:07,73.59,SÃO PAULO,TOCO
04:18:26,73.44,DUQUE DE CAXIAS,TOCO
03:02:58,73.41,RISER,CARRETA
02:56:06,73.23,MACAÉ,CARRETA
02:08:33,73.16,DUQUE DE CAXIAS,TOCO
03:13:57,73.16,MACAÉ,CARRETA
02:57:31,73.12,DUQUE DE CAXIAS,CARRETA
02:30:02,72.95,DUQUE DE CAXIAS,CARRETA
03:47:59,72.73,DUQUE DE CAXIAS,CARRETA
02:07:16,72.73,DUQUE DE CAXIAS,TOCO
02:07:14,72.64,DUQUE DE CAXIAS,TOCO
01:32:48,72.38,SÃO PAULO,TOCO
02:46:29,72.24,DUQUE DE CAXIAS,TOCO
02:57:46,72.13,DUQUE DE CAXIAS,CARRETA
02:19:43,72.07,VITÓRIA,VUC
03:45:13,72.02,DUQUE DE CAXIAS,CARRETA
03:05:05,71.4,SÃO PAULO,VUC
01:49:02,71.22,DUQUE DE CAXIAS,CARRETA
03:49:17,71.1,RISER,CARRETA
02:14:12,71.09,DUQUE DE CAXIAS,CARRETA
01:43:44,70.94,VITÓRIA,VUC
03:34:55,70.91,DUQUE DE CAXIAS,CARRETA
03:17:42,70.7,VITÓRIA,VUC
02:20:10,70.64,DUQUE DE CAXIAS,TOCO
02:12:24,70.48,DUQUE DE CAXIAS,TOCO
03:46:12,70.09,DUQUE DE CAXIAS,CARRETA
03:52:06,69.87,RISER,CARRETA
02:00:10,69.68,DUQUE DE CAXIAS,TOCO
02:34:45,69.62,DUQUE DE CAXIAS,TOCO
01:40:02,69.13,DUQUE DE CAXIAS,TOCO
03:06:19,69.06,DUQUE DE CAXIAS,CARRETA
02:23:44,68.96,DUQUE DE CAXIAS,TOCO
02:43:31,68.96,DUQUE DE CAXIAS,TOCO
01:49:52,68.87,DUQUE DE CAXIAS,TOCO
02:12:26,68.74,VITÓRIA,VUC
02:21:13,68.47,DUQUE DE CAXIAS,CARRETA
02:29:55,68.32,MACAÉ,CARRETA
01:52:42,68.28,DUQUE DE CAXIAS,CARRETA
01:43:45,68.18,DUQUE DE CAXIAS,TOCO
03:09:15,68.17,DUQUE DE CAXIAS,TOCO
03:06:00,68.1,MACAÉ,VUC
02:45:26,68.09,DUQUE DE CAXIAS,CARRETA
01:58:54,67.87,VITÓRIA,VUC
01:45:38,67.82,DUQUE DE CAXIAS,TOCO
01:35:39,67.78,DUQUE DE CAXIAS,TOCO
02:00:50,67.78,DUQUE DE CAXIAS,TOCO
02:02:07,67.65,DUQUE DE CAXIAS,TOCO
02:45:24,67.64,DUQUE DE CAXIAS,CARRETA
01:56:05,67.59,DUQUE DE CAXIAS,TOCO
03:05:03,67.5,DUQUE DE CAXIAS,CARRETA
02:34:31,67.47,DUQUE DE CAXIAS,TOCO
03:36:56,67.44,DUQUE DE CAXIAS,CARRETA
02:51:54,67.43,VITÓRIA,VUC
03:32:05,67.03,VITÓRIA,VUC
02:07:23,66.54,DUQUE DE CAXIAS,TOCO
02:52:37,66.19,VITÓRIA,VUC
03:44:37,65.94,MACAÉ,VUC
03:21:42,65.89,MACAÉ,CARRETA
03:08:17,65.51,VITÓRIA,VUC
01:53:10,65.4,DUQUE DE CAXIAS,TOCO
02:13:36,65.14,MACAÉ,CARRETA
02:39:40,65.01,DUQUE DE CAXIAS,TOCO
03:36:35,64.24,VITÓRIA,VUC
02:30:06,64.08,DUQUE DE CAXIAS,TOCO
03:42:00,63.18,DUQUE DE CAXIAS,TOCO
02:37:07,63.01,SÃO PAULO,VUC
05:49:02,62.8,MACAÉ,CARRETA
02:56:30,62.07,SÃO PAULO,VUC
02:10:41,61.79,DUQUE DE CAXIAS,TOCO
02:05:27,61.72,DUQUE DE CAXIAS,TOCO
03:07:42,61.7,DUQUE DE CAXIAS,TOCO
02:04:04,61.54,DUQUE DE CAXIAS,TOCO
03:14:55,61.17,DUQUE DE CAXIAS,CARRETA
02:12:35,60.58,DUQUE DE CAXIAS,TOCO
01:56:05,60.44,VITÓRIA,VUC
01:59:20,60.29,DUQUE DE CAXIAS,TOCO
02:43:18,59.76,DUQUE DE CAXIAS,VUC
01:59:29,59.43,MACAÉ,CARRETA
01:34:03,59.16,DUQUE DE CAXIAS,TOCO
02:00:27,58.95,DUQUE DE CAXIAS,TOCO
01:56:01,58.64,RISER,CARRETA
01:45:18,58.31,DUQUE DE CAXIAS,VUC
01:37:02,57.76,DUQUE DE CAXIAS,TOCO
02:19:44,57.71,DUQUE DE CAXIAS,TOCO
02:21:59,57.61,VITÓRIA,VUC
03:56:00,57.08,DUQUE DE CAXIAS,TOCO
01:40:27,56.99,DUQUE DE CAXIAS,TOCO
01:20:42,56.76,DUQUE DE CAXIAS,TOCO
02:22:51,56.48,DUQUE DE CAXIAS,VUC
02:59:23,56.04,SÃO PAULO,VUC
01:17:36,55.38,MACAÉ,CARRETA
01:56:39,54.57,MACAÉ,VUC
00:59:54,54.0,SÃO PAULO,TOCO
03:05:46,52.88,DUQUE DE CAXIAS,TOCO
05:07:42,52.62,MACAÉ,CARRETA
02:35:51,52.33,VITÓRIA,VUC
02:38:29,52.13,VITÓRIA,VUC
01:37:18,51.19,SÃO PAULO,TOCO
02:23:57,51.16,DUQUE DE CAXIAS,TOCO
01:57:18,51.15,VITÓRIA,VUC
01:01:45,50.72,SÃO PAULO,TOCO
05:36:16,50.29,DUQUE DE CAXIAS,CARRETA
02:35:38,48.72,DUQUE DE CAXIAS,TOCO
02:08:20,48.61,RISER,CARRETA
02:20:27,47.51,CBO INTEGRA,VUC
03:41:15,47.04,MACAÉ,CARRETA
02:24:19,46.36,DUQUE DE CAXIAS,TOCO
02:39:22,45.42,VITÓRIA,VUC
01:27:30,44.48,MACAÉ,CARRETA
01:53:50,44.43,MACAÉ,CARRETA
01:49:22,44.14,MACAÉ,CARRETA
01:37:52,43.68,RISER,CARRETA
01:07:14,43.61,DUQUE DE CAXIAS,TOCO
01:47:46,43.52,MACAÉ,CARRETA
01:32:07,43.51,VITÓRIA,VUC
01:56:43,43.41,MACAÉ,CARRETA
02:35:23,42.89,MACAÉ,CARRETA
02:21:41,42.71,DUQUE DE CAXIAS,TOCO
01:21:59,42.43,SÃO PAULO,VUC
01:52:20,41.46,VITÓRIA,VUC
03:30:47,41.18,DUQUE DE CAXIAS,CARRETA
01:26:03,40.25,DUQUE DE CAXIAS,CARRETA
01:28:55,39.69,MACAÉ,CARRETA
02:07:19,39.65,VITÓRIA,VUC
01:42:43,39.56,DUQUE DE CAXIAS,TOCO
02:16:59,39.17,DUQUE DE CAXIAS,CARRETA
02:51:05,38.93,DUQUE DE CAXIAS,CARRETA
03:47:33,38.29,MACAÉ,CARRETA
02:02:49,37.96,SÃO PAULO,TOCO
01:54:16,37.64,MACAÉ,CARRETA
02:14:15,37.63,MACAÉ,CARRETA
01:59:52,37.62,VITÓRIA,VUC
02:07:09,37.55,MACAÉ,CARRETA
01:54:53,37.43,MACAÉ,CARRETA
02:06:21,37.22,DUQUE DE CAXIAS,CARRETA
02:14:25,36.93,MACAÉ,CARRETA
01:33:57,36.72,VITÓRIA,VUC
02:01:35,36.48,MACAÉ,CARRETA
02:21:00,36.42,DUQUE DE CAXIAS,CARRETA
01:37:41,36.18,VITÓRIA,VUC
01:43:08,36.0,VITÓRIA,VUC
01:17:39,35.74,DUQUE DE CAXIAS,TOCO
01:40:09,35.56,VITÓRIA,VUC
00:44:39,35.55,DUQUE DE CAXIAS,TOCO
01:01:48,35.27,DUQUE DE CAXIAS,TOCO
02:15:59,34.6,DUQUE DE CAXIAS,TOCO
01:33:15,34.58,MACAÉ,CARRETA
02:12:37,34.47,RISER,CARRETA
01:47:51,34.39,VITÓRIA,VUC
02:12:17,34.32,DUQUE DE CAXIAS,CARRETA
01:28:56,34.11,VITÓRIA,VUC
01:26:41,33.86,VITÓRIA,VUC
00:56:26,33.67,MACAÉ,CARRETA
01:28:23,33.65,DUQUE DE CAXIAS,CARRETA
02:46:02,33.35,MACAÉ,CARRETA
02:32:20,33.31,MACAÉ,CARRETA
02:17:04,33.05,MACAÉ,CARRETA
01:25:32,32.98,DUQUE DE CAXIAS,TOCO
01:09:38,32.95,DUQUE DE CAXIAS,TOCO
01:40:26,32.87,RISER,CARRETA
02:12:36,32.53,DUQUE DE CAXIAS,CARRETA
02:37:10,31.41,DUQUE DE CAXIAS,TOCO
01:25:11,31.37,SÃO PAULO,VUC
00:48:37,31.18,DUQUE DE CAXIAS,TOCO
01:08:28,31.11,SÃO PAULO,TOCO
01:13:26,30.95,VITÓRIA,VUC
01:26:07,30.55,DUQUE DE CAXIAS,TOCO
01:21:37,30.32,SÃO PAULO,TOCO
01:10:05,30.14,VITÓRIA,VUC
01:05:58,29.39,VITÓRIA,VUC
01:30:45,29.1,VITÓRIA,VUC
01:29:04,27.72,MACAÉ,CARRETA
01:52:51,27.56,VITÓRIA,VUC
01:20:20,27.25,VITÓRIA,VUC
01:27:15,27.04,VITÓRIA,VUC
01:47:13,26.41,DUQUE DE CAXIAS,TOCO
01:20:11,25.28,MACAÉ,CARRETA
02:54:29,25.02,MACAÉ,CARRETA
00:48:28,23.93,MACAÉ,CARRETA
00:52:33,23.72,MACAÉ,CARRETA
01:06:34,23.62,MACAÉ,CARRETA
01:56:16,23.44,MACAÉ,CARRETA
00:54:52,23.32,MACAÉ,CARRETA
03:31:13,23.15,MACAÉ,CARRETA
01:18:02,23.1,VITÓRIA,VUC
01:09:30,22.59,VITÓRIA,VUC
01:11:29,22.54,VITÓRIA,VUC
00:48:51,22.51,DUQUE DE CAXIAS,TOCO
00:54:30,22.14,SÃO PAULO,TOCO
01:27:39,22.02,MACAÉ,CARRETA
00:56:31,21.43,VITÓRIA,VUC
01:09:28,20.84,VITÓRIA,VUC
01:04:37,20.6,VITÓRIA,VUC
01:21:50,20.56,DUQUE DE CAXIAS,TOCO
02:02:25,20.49,MACAÉ,CARRETA
00:49:49,20.15,MACAÉ,CARRETA
01:24:54,20.04,MACAÉ,CARRETA
01:26:12,19.87,MACAÉ,CARRETA
01:02:11,19.15,SÃO PAULO,VUC
00:49:23,19.02,VITÓRIA,VUC
01:07:41,18.99,VITÓRIA,VUC
00:56:06,18.34,VITÓRIA,VUC
01:11:10,18.24,RISER,CARRETA
00:49:26,18.21,DUQUE DE CAXIAS,TOCO
01:12:22,18.07,DUQUE DE CAXIAS,VUC
02:29:32,17.89,SÃO PAULO,VUC
00:56:00,17.41,VITÓRIA,VUC
01:11:35,17.22,VITÓRIA,VUC
00:58:55,17.06,DUQUE DE CAXIAS,CARRETA
01:47:28,16.86,SÃO PAULO,VUC
00:40:55,16.48,VITÓRIA,VUC
01:38:50,15.56,DUQUE DE CAXIAS,CARRETA
00:36:46,15.48,VITÓRIA,VUC
01:21:47,15.39,MACAÉ,CARRETA
00:48:24,14.96,VITÓRIA,VUC
01:21:17,14.89,VITÓRIA,VUC
01:09:25,14.87,MACAÉ,CARRETA
00:36:49,14.51,VITÓRIA,VUC
00:42:06,13.51,VITÓRIA,VUC
00:35:38,13.4,SÃO PAULO,TOCO
00:37:37,13.39,SÃO PAULO,VUC
00:36:12,13.24,SÃO PAULO,VUC
02:11:42,12.26,MACAÉ,CARRETA
00:36:46,12.22,SÃO PAULO,VUC
00:59:07,12.22,MACAÉ,CARRETA
00:59:52,11.97,VITÓRIA,VUC
00:24:23,11.94,SÃO PAULO,TOCO
01:31:32,11.91,SÃO PAULO,TOCO
01:37:54,11.46,MACAÉ,CARRETA
00:33:57,11.44,VITÓRIA,VUC
00:49:29,11.36,SÃO PAULO,TOCO
01:22:54,11.35,MACAÉ,CARRETA
01:09:39,11.35,MACAÉ,CARRETA
00:36:42,11.13,VITÓRIA,VUC
01:49:30,11.01,DUQUE DE CAXIAS,TOCO
00:32:47,11.0,VITÓRIA,VUC
00:46:31,10.67,MACAÉ,CARRETA
00:22:56,10.47,SÃO PAULO,TOCO
00:23:45,10.32,VITÓRIA,VUC
00:19:46,10.31,VITÓRIA,VUC
03:02:34,10.24,MACAÉ,CARRETA
00:44:17,10.23,MACAÉ,CARRETA
00:26:18,10.08,DUQUE DE CAXIAS,CARRETA
00:51:08,10.01,VITÓRIA,VUC
00:59:06,9.94,MACAÉ,CARRETA
01:00:08,9.76,VITÓRIA,VUC
02:12:49,9.7,DUQUE DE CAXIAS,CARRETA
00:19:07,9.68,VITÓRIA,VUC
00:36:28,9.52,VITÓRIA,VUC
00:52:48,9.34,DUQUE DE CAXIAS,TOCO
00:41:51,9.3,SÃO PAULO,TOCO
01:10:07,9.05,DUQUE DE CAXIAS,TOCO
00:37:37,8.85,VITÓRIA,VUC
00:53:01,8.84,VITÓRIA,VUC
01:27:25,8.42,DUQUE DE CAXIAS,CARRETA
00:30:55,7.92,MACAÉ,CARRETA
00:40:46,7.87,DUQUE DE CAXIAS,TOCO
01:27:29,7.82,DUQUE DE CAXIAS,TOCO
00:35:42,7.76,VITÓRIA,VUC
00:37:39,7.68,VITÓRIA,VUC
00:29:06,7.61,MACAÉ,CARRETA
00:40:05,7.54,DUQUE DE CAXIAS,VUC
00:56:53,7.46,DUQUE DE CAXIAS,TOCO
00:28:24,7.35,SÃO PAULO,TOCO
00:30:16,7.35,VITÓRIA,VUC
00:35:22,7.34,VITÓRIA,VUC
00:30:03,7.23,VITÓRIA,VUC
00:39:20,7.07,VITÓRIA,VUC
00:12:43,7.07,MACAÉ,CARRETA
00:43:15,7.03,VITÓRIA,VUC
01:11:08,6.99,DUQUE DE CAXIAS,TOCO
01:25:36,6.84,DUQUE DE CAXIAS,TOCO
01:25:33,6.81,DUQUE DE CAXIAS,CARRETA
00:32:02,6.8,VITÓRIA,VUC
00:28:06,6.67,DUQUE DE CAXIAS,TOCO
00:31:54,6.52,VITÓRIA,VUC
00:34:31,6.49,VITÓRIA,VUC
00:58:13,6.47,DUQUE DE CAXIAS,VUC
00:29:47,6.4,VITÓRIA,VUC
00:37:14,6.15,VITÓRIA,VUC
00:34:55,6.05,VITÓRIA,VUC
00:22:28,6.0,VITÓRIA,VUC
00:34:46,5.86,DUQUE DE CAXIAS,TOCO
00:34:27,5.81,DUQUE DE CAXIAS,TOCO
00:48:34,5.81,DUQUE DE CAXIAS,CARRETA
00:31:05,5.69,VITÓRIA,VUC
00:24:43,5.36,VITÓRIA,VUC
00:21:26,5.35,DUQUE DE CAXIAS,VUC
00:27:16,5.33,DUQUE DE CAXIAS,TOCO
00:24:05,5.26,VITÓRIA,VUC
00:29:21,5.22,VITÓRIA,VUC
00:26:16,5.22,VITÓRIA,VUC
00:33:53,5.2,VITÓRIA,VUC
00:50:10,5.19,DUQUE DE CAXIAS,CARRETA
00:53:39,5.18,MACAÉ,CARRETA
00:20:52,5.15,VITÓRIA,VUC
01:06:24,5.11,DUQUE DE CAXIAS,CARRETA
01:44:53,5.04,DUQUE DE CAXIAS,CARRETA
00:31:27,4.99,DUQUE DE CAXIAS,TOCO
01:15:16,4.99,DUQUE DE CAXIAS,CARRETA
00:18:42,4.95,VITÓRIA,VUC
00:23:20,4.77,VITÓRIA,VUC
00:18:28,4.73,VITÓRIA,VUC
00:28:45,4.71,SÃO PAULO,VUC
00:23:32,4.7,VITÓRIA,VUC
01:51:03,4.63,DUQUE DE CAXIAS,CARRETA
00:21:02,4.56,DUQUE DE CAXIAS,VUC
00:20:05,4.55,VITÓRIA,VUC
00:53:10,4.54,DUQUE DE CAXIAS,CARRETA
00:40:59,4.49,MACAÉ,CARRETA
00:19:30,4.45,VITÓRIA,VUC
00:53:12,4.42,MACAÉ,CARRETA
00:18:27,4.36,VITÓRIA,VUC
01:44:09,4.27,VITÓRIA,VUC
00:37:47,4.22,DUQUE DE CAXIAS,TOCO
01:01:28,4.19,DUQUE DE CAXIAS,TOCO
01:00:59,4.13,DUQUE DE CAXIAS,CARRETA
00:32:44,4.1,DUQUE DE CAXIAS,TOCO
01:16:53,4.09,DUQUE DE CAXIAS,CARRETA
01:05:33,4.05,MACAÉ,CARRETA
01:00:08,4.03,DUQUE DE CAXIAS,CARRETA
01:34:16,4.01,DUQUE DE CAXIAS,CARRETA
00:32:16,3.96,DUQUE DE CAXIAS,TOCO
00:38:05,3.93,DUQUE DE CAXIAS,CARRETA
00:35:15,3.88,MACAÉ,CARRETA
00:19:30,3.87,VITÓRIA,VUC
00:17:42,3.85,VITÓRIA,VUC
03:57:43,3.85,DUQUE DE CAXIAS,TOCO
