duration,distance,place,type
00:45:27,3.82,DUQUE DE CAXIAS,TOCO
00:28:56,3.8,DUQUE DE CAXIAS,TOCO
00:25:30,3.78,DUQUE DE CAXIAS,TOCO
00:19:21,3.74,DUQUE DE CAXIAS,TOCO
00:43:16,3.69,DUQUE DE CAXIAS,CARRETA
00:16:05,3.68,MACAÉ,CARRETA
00:24:19,3.68,DUQUE DE CAXIAS,TOCO
00:40:00,3.66,DUQUE DE CAXIAS,TOCO
00:15:16,3.66,VITÓRIA,VUC
00:39:46,3.65,DUQUE DE CAXIAS,TOCO
00:52:30,3.64,MACAÉ,CARRETA
00:34:29,3.63,SÃO PAULO,TOCO
00:38:18,3.62,DUQUE DE CAXIAS,CARRETA
00:31:03,3.61,DUQUE DE CAXIAS,TOCO
00:37:55,3.6,DUQUE DE CAXIAS,CARRETA
00:16:06,3.59,MACAÉ,VUC
00:40:48,3.58,DUQUE DE CAXIAS,TOCO
01:33:49,3.58,MACAÉ,CARRETA
00:44:31,3.57,DUQUE DE CAXIAS,TOCO
01:44:58,3.56,MACAÉ,CARRETA
00:26:05,3.55,SÃO PAULO,VUC
01:24:10,3.55,MACAÉ,CARRETA
00:29:20,3.51,DUQUE DE CAXIAS,TOCO
00:50:28,3.51,DUQUE DE CAXIAS,TOCO
00:41:05,3.51,DUQUE DE CAXIAS,TOCO
01:36:39,3.5,DUQUE DE CAXIAS,TOCO
00:28:29,3.49,DUQUE DE CAXIAS,TOCO
00:27:11,3.47,DUQUE DE CAXIAS,TOCO
00:49:22,3.47,DUQUE DE CAXIAS,TOCO
00:38:07,3.39,DUQUE DE CAXIAS,TOCO
07:49:40,3.37,DUQUE DE CAXIAS,CARRETA
00:16:57,3.34,DUQUE DE CAXIAS,TOCO
00:34:39,3.33,DUQUE DE CAXIAS,CARRETA
00:27:32,3.29,SÃO PAULO,TOCO
00:34:07,3.24,DUQUE DE CAXIAS,TOCO
06:33:14,3.24,SÃO PAULO,TOCO
00:36:28,3.22,MACAÉ,VUC
02:00:38,3.18,DUQUE DE CAXIAS,CARRETA
00:21:45,3.16,DUQUE DE CAXIAS,TOCO
00:31:15,3.14,SÃO PAULO,TOCO
00:23:46,3.14,DUQUE DE CAXIAS,TOCO
00:26:32,3.12,DUQUE DE CAXIAS,TOCO
00:24:35,3.08,DUQUE DE CAXIAS,TOCO
00:37:23,3.04,SÃO PAULO,TOCO
00:10:46,3.04,VITÓRIA,VUC
00:16:07,2.97,DUQUE DE CAXIAS,TOCO
00:18:30,2.9,VITÓRIA,VUC
00:24:05,2.89,DUQUE DE CAXIAS,TOCO
00:10:30,2.86,VITÓRIA,VUC
00:14:27,2.84,DUQUE DE CAXIAS,TOCO
00:10:49,2.75,DUQUE DE CAXIAS,TOCO
00:49:14,2.73,DUQUE DE CAXIAS,TOCO
00:32:39,2.68,DUQUE DE CAXIAS,TOCO
00:10:34,2.67,VITÓRIA,VUC
00:18:46,2.66,VITÓRIA,VUC
00:55:53,2.65,DUQUE DE CAXIAS,TOCO
00:26:21,2.62,DUQUE DE CAXIAS,TOCO
02:16:09,2.62,MACAÉ,CARRETA
00:12:28,2.51,SÃO PAULO,VUC
00:13:15,2.43,VITÓRIA,VUC
00:17:25,2.24,DUQUE DE CAXIAS,TOCO
00:09:20,2.22,VITÓRIA,VUC
02:01:57,2.22,MACAÉ,CARRETA
00:20:12,2.19,VITÓRIA,VUC
00:16:10,2.18,VITÓRIA,VUC
00:08:24,2.17,VITÓRIA,VUC
00:06:11,2.17,VITÓRIA,VUC
00:08:14,2.17,VITÓRIA,VUC
00:07:47,2.16,VITÓRIA,VUC
00:06:55,2.11,VITÓRIA,VUC
00:09:42,2.1,VITÓRIA,VUC
00:52:13,1.93,DUQUE DE CAXIAS,TOCO
00:10:06,1.63,DUQUE DE CAXIAS,TOCO
00:13:05,1.47,VITÓRIA,VUC
00:08:18,1.4,DUQUE DE CAXIAS,TOCO
00:10:18,1.26,DUQUE DE CAXIAS,TOCO
00:09:22,1.25,SÃO PAULO,VUC
00:06:36,1.24,DUQUE DE CAXIAS,TOCO
02:09:54,1.13,DUQUE DE CAXIAS,CARRETA
00:26:33,0.92,SÃO PAULO,TOCO
01:05:49,0.89,SÃO PAULO,TOCO
00:33:18,0.88,MACAÉ,CARRETA
00:10:00,0.73,SÃO PAULO,TOCO
00:09:43,0.69,MACAÉ,VUC
01:34:08,0.67,DUQUE DE CAXIAS,VUC
00:52:14,0.56,DUQUE DE CAXIAS,CARRETA
00:47:45,0.52,MACAÉ,CARRETA
00:43:39,0.46,SÃO PAULO,VUC
00:06:49,0.42,DUQUE DE CAXIAS,TOCO
00:21:59,0.4,DUQUE DE CAXIAS,CARRETA
00:05:32,0.39,MACAÉ,VUC
00:08:07,0.37,DUQUE DE CAXIAS,TOCO
00:02:56,0.36,CBO INTEGRA,TOCO
00:07:35,0.36,DUQUE DE CAXIAS,TOCO
00:11:56,0.35,DUQUE DE CAXIAS,CARRETA
00:04:44,0.35,DUQUE DE CAXIAS,TOCO
00:13:50,0.32,DUQUE DE CAXIAS,TOCO
00:06:57,0.32,CBO INTEGRA,TOCO
00:06:25,0.31,SÃO PAULO,TOCO
00:14:50,0.31,MACAÉ,CARRETA
00:04:55,0.31,DUQUE DE CAXIAS,TOCO
00:07:13,0.29,DUQUE DE CAXIAS,TOCO
00:26:45,0.27,MACAÉ,CARRETA
00:21:11,0.27,DUQUE DE CAXIAS,CARRETA
00:13:20,0.27,DUQUE DE CAXIAS,CARRETA
00:02:55,0.26,DUQUE DE CAXIAS,TOCO
00:04:44,0.26,DUQUE DE CAXIAS,TOCO
00:04:12,0.25,SÃO PAULO,TOCO
00:17:11,0.25,MACAÉ,CARRETA
00:06:40,0.24,MACAÉ,VUC
00:03:53,0.23,DUQUE DE CAXIAS,TOCO
00:02:47,0.23,DUQUE DE CAXIAS,TOCO
00:16:40,0.23,MACAÉ,CARRETA
00:02:48,0.23,DUQUE DE CAXIAS,TOCO
00:04:27,0.22,DUQUE DE CAXIAS,CARRETA
00:01:39,0.21,DUQUE DE CAXIAS,TOCO
00:04:13,0.21,DUQUE DE CAXIAS,TOCO
00:03:47,0.21,DUQUE DE CAXIAS,VUC
00:20:33,0.21,MACAÉ,CARRETA
00:14:41,0.2,DUQUE DE CAXIAS,TOCO
00:08:46,0.2,SÃO PAULO,VUC
00:03:23,0.2,DUQUE DE CAXIAS,VUC
00:04:45,0.2,DUQUE DE CAXIAS,TOCO
00:15:15,0.2,MACAÉ,CARRETA
00:04:15,0.19,DUQUE DE CAXIAS,TOCO
00:03:07,0.19,DUQUE DE CAXIAS,VUC
00:03:48,0.19,MACAÉ,VUC
00:02:28,0.19,SÃO PAULO,TOCO
00:05:00,0.19,MACAÉ,VUC
00:23:09,0.19,DUQUE DE CAXIAS,TOCO
00:03:45,0.18,DUQUE DE CAXIAS,TOCO
00:02:41,0.18,DUQUE DE CAXIAS,TOCO
00:04:02,0.16,DUQUE DE CAXIAS,TOCO
00:03:54,0.16,DUQUE DE CAXIAS,TOCO
00:02:53,0.16,DUQUE DE CAXIAS,TOCO
00:05:08,0.15,SÃO PAULO,TOCO
00:13:45,0.15,MACAÉ,CARRETA
00:04:18,0.15,DUQUE DE CAXIAS,TOCO
00:12:53,0.15,MACAÉ,CARRETA
00:39:04,0.14,MACAÉ,CARRETA
00:04:18,0.14,MACAÉ,VUC
00:03:24,0.14,SÃO PAULO,TOCO
00:06:20,0.14,DUQUE DE CAXIAS,CARRETA
00:03:14,0.14,SÃO PAULO,TOCO
00:09:21,0.13,SÃO PAULO,TOCO
00:03:50,0.13,DUQUE DE CAXIAS,CARRETA
00:05:20,0.13,DUQUE DE CAXIAS,TOCO
00:00:54,0.13,DUQUE DE CAXIAS,VUC
00:02:47,0.13,CBO INTEGRA,TOCO
00:06:39,0.12,DUQUE DE CAXIAS,TOCO
00:01:38,0.12,SÃO PAULO,VUC
00:06:45,0.12,SÃO PAULO,TOCO
00:36:08,0.12,MACAÉ,CARRETA
00:02:48,0.12,DUQUE DE CAXIAS,VUC
00:03:08,0.12,DUQUE DE CAXIAS,TOCO
01:18:28,0.12,DUQUE DE CAXIAS,CARRETA
00:05:45,0.11,DUQUE DE CAXIAS,TOCO
00:02:51,0.11,DUQUE DE CAXIAS,TOCO
00:06:13,0.11,SÃO PAULO,TOCO
00:09:54,0.11,MACAÉ,CARRETA
00:04:49,0.11,DUQUE DE CAXIAS,TOCO
00:03:23,0.11,SÃO PAULO,TOCO
00:03:29,0.11,SÃO PAULO,TOCO
00:03:19,0.11,DUQUE DE CAXIAS,TOCO
00:02:22,0.11,MACAÉ,VUC
00:01:38,0.1,DUQUE DE CAXIAS,VUC
00:01:59,0.1,DUQUE DE CAXIAS,TOCO
00:02:35,0.1,DUQUE DE CAXIAS,TOCO
00:01:59,0.1,DUQUE DE CAXIAS,TOCO
00:25:08,0.1,MACAÉ,CARRETA
00:25:12,0.1,MACAÉ,CARRETA
00:04:01,0.1,DUQUE DE CAXIAS,TOCO
00:01:22,0.1,DUQUE DE CAXIAS,TOCO
00:01:39,0.1,DUQUE DE CAXIAS,VUC
00:03:26,0.1,DUQUE DE CAXIAS,CARRETA
00:02:54,0.09,DUQUE DE CAXIAS,VUC
00:02:27,0.09,MACAÉ,VUC
00:02:44,0.09,DUQUE DE CAXIAS,TOCO
00:03:26,0.09,DUQUE DE CAXIAS,CARRETA
00:03:33,0.09,SÃO PAULO,TOCO
00:02:38,0.09,DUQUE DE CAXIAS,TOCO
00:08:27,0.09,SÃO PAULO,TOCO
00:03:43,0.09,MACAÉ,CARRETA
00:02:24,0.09,MACAÉ,VUC
00:02:26,0.09,DUQUE DE CAXIAS,TOCO
00:02:51,0.09,DUQUE DE CAXIAS,TOCO
00:05:11,0.08,DUQUE DE CAXIAS,TOCO
00:01:37,0.08,DUQUE DE CAXIAS,TOCO
01:48:47,0.08,MACAÉ,VUC
00:12:57,0.08,MACAÉ,CARRETA
00:05:34,0.08,DUQUE DE CAXIAS,VUC
00:10:37,0.08,SÃO PAULO,TOCO
00:02:14,0.08,DUQUE DE CAXIAS,CARRETA
00:01:45,0.08,DUQUE DE CAXIAS,TOCO
00:04:59,0.08,MACAÉ,CARRETA
00:02:31,0.08,DUQUE DE CAXIAS,TOCO
00:01:43,0.08,DUQUE DE CAXIAS,VUC
00:01:11,0.08,DUQUE DE CAXIAS,TOCO
00:02:13,0.07,DUQUE DE CAXIAS,CARRETA
00:04:33,0.07,MACAÉ,CARRETA
00:16:17,0.07,MACAÉ,CARRETA
00:05:26,0.07,MACAÉ,CARRETA
00:01:25,0.07,DUQUE DE CAXIAS,TOCO
00:03:18,0.07,SÃO PAULO,TOCO
00:01:03,0.07,DUQUE DE CAXIAS,TOCO
00:03:59,0.07,SÃO PAULO,TOCO
00:04:34,0.07,SÃO PAULO,TOCO
00:01:25,0.07,DUQUE DE CAXIAS,TOCO
00:13:49,0.07,MACAÉ,CARRETA
00:02:09,0.07,DUQUE DE CAXIAS,TOCO
00:06:21,0.07,MACAÉ,CARRETA
00:00:42,0.06,DUQUE DE CAXIAS,TOCO
00:02:20,0.06,DUQUE DE CAXIAS,TOCO
00:02:05,0.06,DUQUE DE CAXIAS,TOCO
00:01:51,0.06,DUQUE DE CAXIAS,TOCO
00:31:22,0.06,DUQUE DE CAXIAS,TOCO
00:01:15,0.06,DUQUE DE CAXIAS,TOCO
00:05:37,0.06,MACAÉ,CARRETA
00:02:59,0.06,DUQUE DE CAXIAS,TOCO
00:01:44,0.06,DUQUE DE CAXIAS,TOCO
00:01:49,0.06,SÃO PAULO,TOCO
00:04:38,0.06,DUQUE DE CAXIAS,CARRETA
00:00:55,0.06,DUQUE DE CAXIAS,TOCO
00:00:46,0.05,DUQUE DE CAXIAS,TOCO
00:02:42,0.05,SÃO PAULO,TOCO
01:38:25,0.05,RISER,CARRETA
00:12:27,0.05,MACAÉ,CARRETA
00:05:23,0.05,SÃO PAULO,TOCO
00:01:41,0.05,DUQUE DE CAXIAS,TOCO
00:01:54,0.05,SÃO PAULO,VUC
00:03:12,0.05,SÃO PAULO,TOCO
00:01:15,0.04,SÃO PAULO,TOCO
00:01:16,0.04,DUQUE DE CAXIAS,TOCO
00:09:59,0.04,MACAÉ,CARRETA
00:05:26,0.04,DUQUE DE CAXIAS,TOCO
00:05:55,0.04,DUQUE DE CAXIAS,TOCO
00:02:47,0.04,SÃO PAULO,TOCO
00:23:47,0.04,MACAÉ,CARRETA
00:00:57,0.04,DUQUE DE CAXIAS,TOCO
00:01:35,0.04,DUQUE DE CAXIAS,TOCO
00:05:13,0.04,SÃO PAULO,TOCO
00:02:51,0.04,SÃO PAULO,VUC
00:01:26,0.04,SÃO PAULO,TOCO
00:01:18,0.04,SÃO PAULO,TOCO
01:05:14,0.04,DUQUE DE CAXIAS,TOCO
00:34:21,0.04,DUQUE DE CAXIAS,TOCO
00:01:29,0.04,DUQUE DE CAXIAS,TOCO
00:09:13,0.03,MACAÉ,CARRETA
00:01:36,0.03,MACAÉ,CARRETA
00:05:30,0.03,MACAÉ,CARRETA
00:05:48,0.03,DUQUE DE CAXIAS,TOCO
00:03:53,0.03,DUQUE DE CAXIAS,CARRETA
00:02:41,0.03,DUQUE DE CAXIAS,CARRETA
00:01:51,0.03,DUQUE DE CAXIAS,TOCO
00:00:39,0.03,DUQUE DE CAXIAS,VUC
00:01:08,0.03,DUQUE DE CAXIAS,TOCO
00:01:31,0.03,DUQUE DE CAXIAS,TOCO
00:00:58,0.03,DUQUE DE CAXIAS,VUC
00:01:11,0.03,DUQUE DE CAXIAS,VUC
00:00:47,0.03,DUQUE DE CAXIAS,VUC
00:06:04,0.02,DUQUE DE CAXIAS,CARRETA
00:03:49,0.02,SÃO PAULO,TOCO
00:00:44,0.02,VITÓRIA,VUC
00:08:34,0.02,DUQUE DE CAXIAS,CARRETA
00:01:05,0.02,DUQUE DE CAXIAS,TOCO
00:02:20,0.02,DUQUE DE CAXIAS,VUC
00:00:36,0.0,DUQUE DE CAXIAS,CARRETA
00:00:28,0.0,DUQUE DE CAXIAS,CARRETA
00:00:55,0.0,DUQUE DE CAXIAS,CARRETA
00:00:15,0.0,DUQUE DE CAXIAS,CARRETA
00:00:09,0.0,DUQUE DE CAXIAS,CARRETA
00:00:11,0.0,DUQUE DE CAXIAS,CARRETA
00:02:12,0.0,DUQUE DE CAXIAS,CARRETA
00:00:14,0.0,DUQUE DE CAXIAS,CARRETA
00:00:55,0.0,DUQUE DE CAXIAS,CARRETA
00:09:24,0.0,DUQUE DE CAXIAS,CARRETA
00:00:05,0.0,DUQUE DE CAXIAS,CARRETA
00:00:16,0.0,DUQUE DE CAXIAS,CARRETA
00:00:59,0.0,DUQUE DE CAXIAS,CARRETA
00:01:00,0.0,DUQUE DE CAXIAS,CARRETA
00:00:09,0.0,DUQUE DE CAXIAS,CARRETA
00:00:11,0.0,DUQUE DE CAXIAS,CARRETA
00:04:48,0.0,DUQUE DE CAXIAS,CARRETA
00:00:08,0.0,DUQUE DE CAXIAS,CARRETA
00:00:09,0.0,DUQUE DE CAXIAS,CARRETA
00:00:09,0.0,DUQUE DE CAXIAS,CARRETA
00:00:05,0.0,DUQUE DE CAXIAS,CARRETA
00:00:08,0.0,DUQUE DE CAXIAS,CARRETA
00:00:12,0.0,DUQUE DE CAXIAS,CARRETA
00:05:40,0.0,DUQUE DE CAXIAS,CARRETA
00:00:12,0.0,DUQUE DE CAXIAS,CARRETA
00:01:28,0.0,DUQUE DE CAXIAS,CARRETA
00:00:16,0.0,DUQUE DE CAXIAS,CARRETA
00:01:07,0.0,DUQUE DE CAXIAS,CARRETA
00:00:12,0.0,DUQUE DE CAXIAS,CARRETA
00:00:18,0.0,DUQUE DE CAXIAS,CARRETA
00:04:07,0.0,DUQUE DE CAXIAS,CARRETA
00:00:24,0.0,DUQUE DE CAXIAS,CARRETA
00:01:24,0.0,DUQUE DE CAXIAS,CARRETA
00:04:08,0.0,DUQUE DE CAXIAS,CARRETA
00:00:38,0.0,DUQUE DE CAXIAS,CARRETA
00:08:14,0.0,MACAÉ,CARRETA
00:00:39,0.0,MACAÉ,CARRETA
00:00:23,0.0,MACAÉ,CARRETA
00:00:11,0.0,MACAÉ,CARRETA
00:08:51,0.0,MACAÉ,CARRETA
00:01:25,0.0,MACAÉ,CARRETA
00:05:38,0.0,MACAÉ,CARRETA
00:00:55,0.0,MACAÉ,CARRETA
00:22:39,0.0,MACAÉ,CARRETA
00:00:50,0.0,MACAÉ,CARRETA
00:14:39,0.0,MACAÉ,CARRETA
00:00:31,0.0,MACAÉ,CARRETA
00:12:26,0.0,MACAÉ,CARRETA
00:01:07,0.0,MACAÉ,CARRETA
00:00:39,0.0,MACAÉ,CARRETA
00:35:52,0.0,RISER,CARRETA
00:03:38,0.0,MACAÉ,CARRETA
00:00:07,0.0,MACAÉ,CARRETA
00:12:37,0.0,MACAÉ,CARRETA
00:00:07,0.0,MACAÉ,CARRETA
00:00:50,0.0,MACAÉ,CARRETA
00:13:00,0.0,MACAÉ,CARRETA
00:00:10,0.0,MACAÉ,CARRETA
00:16:52,0.0,MACAÉ,CARRETA
00:00:13,0.0,MACAÉ,CARRETA
00:05:38,0.0,MACAÉ,CARRETA
00:07:01,0.0,MACAÉ,CARRETA
00:06:46,0.0,MACAÉ,CARRETA
00:06:28,0.0,MACAÉ,CARRETA
00:00:30,0.0,MACAÉ,CARRETA
00:00:34,0.0,MACAÉ,CARRETA
00:35:58,0.0,MACAÉ,CARRETA
00:39:44,0.0,MACAÉ,CARRETA
00:00:35,0.0,MACAÉ,CARRETA
00:00:17,0.0,MACAÉ,CARRETA
00:18:53,0.0,MACAÉ,CARRETA
00:00:26,0.0,MACAÉ,CARRETA
00:01:07,0.0,MACAÉ,CARRETA
00:01:12,0.0,MACAÉ,CARRETA
00:00:11,0.0,MACAÉ,CARRETA
00:00:15,0.0,MACAÉ,CARRETA
00:00:09,0.0,RISER,CARRETA
00:00:25,0.0,MACAÉ,CARRETA
00:00:56,0.0,MACAÉ,CARRETA
00:00:13,0.0,MACAÉ,CARRETA
00:00:06,0.0,MACAÉ,CARRETA
00:01:03,0.0,MACAÉ,CARRETA
00:03:20,0.0,MACAÉ,CARRETA
00:00:14,0.0,MACAÉ,CARRETA
00:00:30,0.0,MACAÉ,CARRETA
00:00:13,0.0,MACAÉ,CARRETA
00:00:06,0.0,MACAÉ,CARRETA
00:00:39,0.0,MACAÉ,CARRETA
00:00:14,0.0,MACAÉ,CARRETA
00:00:08,0.0,MACAÉ,CARRETA
00:00:20,0.0,MACAÉ,CARRETA
00:00:50,0.0,MACAÉ,CARRETA
00:00:07,0.0,MACAÉ,CARRETA
00:00:07,0.0,MACAÉ,CARRETA
00:00:19,0.0,MACAÉ,CARRETA
00:18:13,0.0,MACAÉ,CARRETA
00:04:18,0.0,MACAÉ,CARRETA
00:13:37,0.0,MACAÉ,CARRETA
00:01:23,0.0,MACAÉ,CARRETA
00:00:10,0.0,MACAÉ,CARRETA
00:00:17,0.0,RISER,CARRETA
00:00:06,0.0,MACAÉ,CARRETA
00:02:43,0.0,MACAÉ,CARRETA
00:11:56,0.0,MACAÉ,CARRETA
00:02:28,0.0,MACAÉ,CARRETA
00:00:06,0.0,RISER,CARRETA
00:00:58,0.0,MACAÉ,CARRETA
00:05:35,0.0,MACAÉ,CARRETA
00:00:20,0.0,MACAÉ,CARRETA
00:00:20,0.0,MACAÉ,CARRETA
00:00:06,0.0,MACAÉ,CARRETA
00:00:07,0.0,MACAÉ,CARRETA
00:01:19,0.0,MACAÉ,CARRETA
00:03:02,0.0,DUQUE DE CAXIAS,TOCO
00:00:20,0.0,DUQUE DE CAXIAS,TOCO
00:00:01,0.0,DUQUE DE CAXIAS,TOCO
00:02:29,0.0,DUQUE DE CAXIAS,TOCO
00:03:37,0.0,DUQUE DE CAXIAS,TOCO
00:00:33,0.0,DUQUE DE CAXIAS,TOCO
00:00:13,0.0,DUQUE DE CAXIAS,TOCO
00:00:14,0.0,DUQUE DE CAXIAS,TOCO
00:00:26,0.0,DUQUE DE CAXIAS,TOCO
00:00:26,0.0,DUQUE DE CAXIAS,TOCO
00:00:30,0.0,DUQUE DE CAXIAS,TOCO
00:01:30,0.0,DUQUE DE CAXIAS,TOCO
00:00:06,0.0,DUQUE DE CAXIAS,TOCO
00:00:51,0.0,DUQUE DE CAXIAS,TOCO
00:01:09,0.0,DUQUE DE CAXIAS,TOCO
00:13:02,0.0,DUQUE DE CAXIAS,TOCO
00:00:23,0.0,DUQUE DE CAXIAS,TOCO
00:00:15,0.0,DUQUE DE CAXIAS,TOCO
00:00:27,0.0,DUQUE DE CAXIAS,TOCO
00:00:06,0.0,DUQUE DE CAXIAS,TOCO
00:00:09,0.0,DUQUE DE CAXIAS,TOCO
00:05:00,0.0,DUQUE DE CAXIAS,TOCO
00:01:51,0.0,DUQUE DE CAXIAS,TOCO
00:01:03,0.0,DUQUE DE CAXIAS,TOCO
00:00:10,0.0,DUQUE DE CAXIAS,TOCO
00:01:18,0.0,DUQUE DE CAXIAS,TOCO
00:00:07,0.0,DUQUE DE CAXIAS,TOCO
00:09:03,0.0,DUQUE DE CAXIAS,TOCO
00:00:38,0.0,DUQUE DE CAXIAS,TOCO
00:00:09,0.0,DUQUE DE CAXIAS,TOCO
00:00:29,0.0,DUQUE DE CAXIAS,TOCO
00:01:04,0.0,DUQUE DE CAXIAS,TOCO
00:00:23,0.0,DUQUE DE CAXIAS,TOCO
00:00:18,0.0,DUQUE DE CAXIAS,TOCO
00:02:27,0.0,DUQUE DE CAXIAS,TOCO
00:00:22,0.0,DUQUE DE CAXIAS,TOCO
00:06:11,0.0,DUQUE DE CAXIAS,TOCO
00:00:05,0.0,DUQUE DE CAXIAS,TOCO
00:00:21,0.0,DUQUE DE CAXIAS,TOCO
00:00:06,0.0,DUQUE DE CAXIAS,TOCO
00:00:06,0.0,DUQUE DE CAXIAS,TOCO
00:00:09,0.0,DUQUE DE CAXIAS,TOCO
18:39:05,0.0,DUQUE DE CAXIAS,TOCO
00:01:07,0.0,DUQUE DE CAXIAS,TOCO
00:00:54,0.0,DUQUE DE CAXIAS,TOCO
00:00:11,0.0,DUQUE DE CAXIAS,TOCO
00:04:31,0.0,DUQUE DE CAXIAS,TOCO
00:00:08,0.0,DUQUE DE CAXIAS,TOCO
00:00:22,0.0,DUQUE DE CAXIAS,TOCO
00:00:54,0.0,DUQUE DE CAXIAS,TOCO
00:01:16,0.0,DUQUE DE CAXIAS,TOCO
00:00:40,0.0,DUQUE DE CAXIAS,TOCO
00:00:51,0.0,DUQUE DE CAXIAS,TOCO
00:04:37,0.0,DUQUE DE CAXIAS,TOCO
00:01:37,0.0,DUQUE DE CAXIAS,TOCO
00:01:22,0.0,DUQUE DE CAXIAS,TOCO
00:07:34,0.0,DUQUE DE CAXIAS,TOCO
00:05:36,0.0,DUQUE DE CAXIAS,TOCO
00:01:09,0.0,DUQUE DE CAXIAS,TOCO
00:00:16,0.0,DUQUE DE CAXIAS,TOCO
00:01:40,0.0,DUQUE DE CAXIAS,TOCO
1900-01-01 14:21:02,0.0,DUQUE DE CAXIAS,TOCO
00:08:41,0.0,DUQUE DE CAXIAS,TOCO
00:06:51,0.0,DUQUE DE CAXIAS,TOCO
00:00:06,0.0,DUQUE DE CAXIAS,TOCO
00:00:32,0.0,DUQUE DE CAXIAS,TOCO
00:00:39,0.0,DUQUE DE CAXIAS,TOCO
00:00:05,0.0,DUQUE DE CAXIAS,TOCO
00:00:14,0.0,DUQUE DE CAXIAS,TOCO
00:01:25,0.0,DUQUE DE CAXIAS,TOCO
00:00:10,0.0,DUQUE DE CAXIAS,TOCO
00:00:14,0.0,DUQUE DE CAXIAS,TOCO
00:01:43,0.0,DUQUE DE CAXIAS,TOCO
00:03:29,0.0,DUQUE DE CAXIAS,TOCO
00:01:01,0.0,DUQUE DE CAXIAS,TOCO
03:10:00,0.0,DUQUE DE CAXIAS,TOCO
00:01:13,0.0,DUQUE DE CAXIAS,TOCO
02:57:49,0.0,DUQUE DE CAXIAS,TOCO
00:03:28,0.0,DUQUE DE CAXIAS,TOCO
00:02:49,0.0,DUQUE DE CAXIAS,TOCO
00:34:12,0.0,DUQUE DE CAXIAS,TOCO
00:02:19,0.0,DUQUE DE CAXIAS,TOCO
00:04:15,0.0,DUQUE DE CAXIAS,TOCO
00:02:42,0.0,DUQUE DE CAXIAS,TOCO
00:14:41,0.0,DUQUE DE CAXIAS,TOCO
00:21:47,0.0,DUQUE DE CAXIAS,TOCO
00:07:03,0.0,DUQUE DE CAXIAS,TOCO
00:02:39,0.0,DUQUE DE CAXIAS,TOCO
00:00:15,0.0,DUQUE DE CAXIAS,TOCO
00:04:20,0.0,DUQUE DE CAXIAS,TOCO
00:02:37,0.0,DUQUE DE CAXIAS,TOCO
00:32:18,0.0,DUQUE DE CAXIAS,TOCO
00:26:50,0.0,DUQUE DE CAXIAS,TOCO
00:03:42,0.0,DUQUE DE CAXIAS,TOCO
00:08:50,0.0,DUQUE DE CAXIAS,TOCO
00:06:32,0.0,DUQUE DE CAXIAS,TOCO
01:03:18,0.0,DUQUE DE CAXIAS,TOCO
00:05:04,0.0,DUQUE DE CAXIAS,TOCO
00:34:39,0.0,DUQUE DE CAXIAS,TOCO
00:22:01,0.0,DUQUE DE CAXIAS,TOCO
00:38:54,0.0,DUQUE DE CAXIAS,TOCO
00:02:44,0.0,DUQUE DE CAXIAS,TOCO
01:22:10,0.0,DUQUE DE CAXIAS,TOCO
00:06:50,0.0,DUQUE DE CAXIAS,TOCO
01:20:12,0.0,DUQUE DE CAXIAS,TOCO
00:01:04,0.0,DUQUE DE CAXIAS,TOCO
00:01:25,0.0,DUQUE DE CAXIAS,TOCO
00:00:50,0.0,DUQUE DE CAXIAS,TOCO
00:15:56,0.0,DUQUE DE CAXIAS,TOCO
00:10:12,0.0,DUQUE DE CAXIAS,TOCO
00:45:19,0.0,DUQUE DE CAXIAS,TOCO
00:02:27,0.0,DUQUE DE CAXIAS,TOCO
00:02:57,0.0,DUQUE DE CAXIAS,TOCO
00:22:22,0.0,DUQUE DE CAXIAS,TOCO
00:27:31,0.0,DUQUE DE CAXIAS,TOCO
00:05:22,0.0,DUQUE DE CAXIAS,TOCO
00:06:00,0.0,SÃO PAULO,TOCO
00:01:49,0.0,SÃO PAULO,TOCO
00:00:19,0.0,SÃO PAULO,TOCO
00:00:15,0.0,SÃO PAULO,TOCO
00:00:07,0.0,SÃO PAULO,TOCO
00:01:21,0.0,SÃO PAULO,TOCO
00:00:16,0.0,SÃO PAULO,TOCO
00:01:26,0.0,SÃO PAULO,TOCO
00:00:20,0.0,SÃO PAULO,TOCO
00:13:57,0.0,SÃO PAULO,TOCO
00:01:15,0.0,SÃO PAULO,TOCO
00:00:10,0.0,SÃO PAULO,TOCO
00:00:06,0.0,SÃO PAULO,TOCO
00:05:49,0.0,SÃO PAULO,TOCO
00:00:06,0.0,SÃO PAULO,TOCO
00:00:10,0.0,SÃO PAULO,TOCO
00:17:15,0.0,SÃO PAULO,TOCO
00:02:58,0.0,SÃO PAULO,TOCO
00:04:08,0.0,SÃO PAULO,TOCO
00:00:09,0.0,SÃO PAULO,TOCO
00:00:25,0.0,SÃO PAULO,TOCO
00:00:32,0.0,SÃO PAULO,TOCO
00:00:12,0.0,SÃO PAULO,TOCO
00:04:22,0.0,SÃO PAULO,TOCO
00:00:08,0.0,SÃO PAULO,TOCO
00:02:07,0.0,SÃO PAULO,TOCO
00:02:12,0.0,SÃO PAULO,TOCO
00:00:52,0.0,SÃO PAULO,TOCO
00:00:19,0.0,SÃO PAULO,TOCO
00:01:15,0.0,SÃO PAULO,TOCO
00:00:33,0.0,SÃO PAULO,TOCO
