iter	RMSE
130	0.1067303159
131	0.1058974099
132	0.1049327398
133	0.1038935726
134	0.1030104103
135	0.1021072576
136	0.1014698277
137	0.1007409291
138	0.09997316348
139	0.09903641447
140	0.09830458779
141	0.09763568054
142	0.09683183832
143	0.09616051597
144	0.09554762837
145	0.09500925189
146	0.09426587028
147	0.0936715527
148	0.09295859789
149	0.0925954927
150	0.09212036495
151	0.09143469832
152	0.09090255709
153	0.0901123044
154	0.0895364485
155	0.08899576248
156	0.08850997857
157	0.08815970298
158	0.08790304153
159	0.08744410797
160	0.08682042289
161	0.08647269637
162	0.08583053293
163	0.08543311316
164	0.08499689187
165	0.08450601228
166	0.0838924004
167	0.08340217394
168	0.08306443975
169	0.0825830811
170	0.08197675371
171	0.08144946741
172	0.08106450647
173	0.08064057382
174	0.08029932023
175	0.0798425846
176	0.07950291329
177	0.07917215791
178	0.07874750322
179	0.07848281307
180	0.07817655594
181	0.07784296149
182	0.07729869898
183	0.07702259714
184	0.07670699473
185	0.07643023488
186	0.07606555331
187	0.07581399004
188	0.07548805507
189	0.0752843401
190	0.07492783833
191	0.07486085939
192	0.07451220586
193	0.07429110851
194	0.07391294968
195	0.07363224799
196	0.07335825881
197	0.07297988043
198	0.07269889835
199	0.07244052232
200	0.07216351055
201	0.07197503304
202	0.07168226281
203	0.07148337389
204	0.07119009011
205	0.07085411309
206	0.07063610271
207	0.07040601326
208	0.07031872953
209	0.06991126399
210	0.06953041204
211	0.06918483691
212	0.06911587808
213	0.06881292352
214	0.06844928368
215	0.06841346071
216	0.06817582031
217	0.06799881372
218	0.06766919623
219	0.0676275001
220	0.06749592145
221	0.0674507969
222	0.06717141275
223	0.06685158728
224	0.06661505049
225	0.06648622642
226	0.06630348547
227	0.06615723057
228	0.06587894586
229	0.06575328828
230	0.06557498087
231	0.06543987989
232	0.06532927205
233	0.06502833938
234	0.06500690478
235	0.06477363705
236	0.06465784667
237	0.06462152835
238	0.06432932241
239	0.06418229962
240	0.06407034137
241	0.06381781409
242	0.06378706574
243	0.06376342326
244	0.06373225123
245	0.06348981534
246	0.06318188542
247	0.06307783619
248	0.06275321173
249	0.06249323904
250	0.06247458808
251	0.06227214669
252	0.06225395917
253	0.06207353316
254	0.0620337601
255	0.06175224893
256	0.06172449543
257	0.06161426373
258	0.06152080843
259	0.06119839777
260	0.06089023027
261	0.06065536553
262	0.06044575315
263	0.06041446496
264	0.0603834022
265	0.06013008012
266	0.06010155238
267	0.06007213764
268	0.05986549751
269	0.05983786462
270	0.05958874135
271	0.05954489614
272	0.0594207246
273	0.0593174808
274	0.0592934272
275	0.05926738206
276	0.05907706097
277	0.05889852402
278	0.05859752955
279	0.05848514181
280	0.05826606248
281	0.05805807876
282	0.0580351403
283	0.05792342115
284	0.05777064481
285	0.05758886033
286	0.05739186507
287	0.05724077772
288	0.0572183973
289	0.05706826514
290	0.0569081562
291	0.05670877082
292	0.05643699337
293	0.05631362825
294	0.05607329685
295	0.05604900724
296	0.05602934642
297	0.05584073178
298	0.05581952338
299	0.05565028308
300	0.05563336994
301	0.05545434565
302	0.05540620101
303	0.05530806443
304	0.05529156127
305	0.05527204089
306	0.05512805675
307	0.05511308594
308	0.05492669148
309	0.0549011605
310	0.05476692515
311	0.0545993021
312	0.05458896233
313	0.0544222873
314	0.05427138419
315	0.05404865255
316	0.05389736065
317	0.05375241683
318	0.05360859703
319	0.05347129666
320	0.053344792
321	0.05332531962
322	0.05310242036
323	0.05287544535
324	0.05268916993
325	0.05251712578
326	0.05250579534
327	0.05237775494
328	0.05235990075
329	0.05221827424
330	0.05211317964
331	0.05209680281
332	0.05199267642
333	0.05177933755
334	0.05163942584
335	0.05161960247
336	0.05150698649
337	0.05140672828
338	0.05118320511
339	0.05116409549
340	0.05096515102
341	0.05094668486
342	0.05073804489
343	0.05057893704
344	0.05045967288
345	0.0502580197
346	0.05009263036
347	0.05008303972
348	0.05007014493
349	0.04997208241
350	0.04985024383
351	0.04973491972
352	0.04959195208
353	0.04936954638
354	0.0491805743
355	0.04916141532
356	0.04914467643
357	0.04905148085
358	0.04886214918
359	0.04876140269
360	0.04861018484
361	0.04841348367
362	0.04824347709
363	0.04822909363
364	0.04814120865
365	0.04800129394
366	0.04784493332
367	0.04765687608
368	0.04749709083
369	0.04737068244
370	0.04735294568
371	0.0473418754
372	0.04722205734
373	0.04708048377
374	0.04706970762
375	0.04693637086
376	0.04679759789
377	0.04666952028
378	0.04655090994
379	0.04638588639
380	0.04624687284
381	0.04602691442
382	0.04600760461
383	0.0459972377
384	0.04591181009
385	0.04581219256
386	0.04564718031
387	0.04563987495
388	0.04562764719
389	0.0455093437
390	0.04549955357
391	0.04536947679
392	0.04519357681
393	0.04518676335
394	0.04503272366
395	0.04491685846
396	0.04490730316
397	0.04489797662
398	0.04482595623
399	0.0447552002
400	0.04464382436
401	0.04463480042
402	0.04453116383
403	0.04451652451
404	0.04443034703
405	0.04436324859
406	0.04426081772
407	0.0441362335
408	0.04405625844
409	0.04395110191
410	0.04381954321
411	0.04381059478
412	0.0437223472
413	0.04363538392
414	0.04351594418
415	0.04339699308
416	0.04327374945
417	0.04314029564
418	0.04303354259
419	0.04293616156
420	0.04284168198
421	0.0428299795
422	0.0427829077
423	0.0427693592
424	0.04266944033
425	0.04265820713
426	0.04264726382
427	0.04263416081
428	0.042620903
429	0.04261030085
430	0.04248890787
431	0.04241498555
432	0.04231804976
433	0.04222844082
434	0.04212042992
435	0.0420336022
436	0.04192152451
437	0.04191440843
438	0.04184006287
439	0.04182795131
440	0.04173698876
441	0.04160744449
442	0.04159920993
443	0.04149899798
444	0.04141067396
445	0.04129762395
446	0.04119633123
447	0.04112985645
448	0.04111803843
449	0.04097469229
450	0.04086455415
451	0.0407813378
452	0.04070603434
453	0.04059925648
454	0.04048449223
455	0.04038901103
456	0.04025306712
457	0.04018150973
458	0.04008430594
459	0.0400099036
460	0.03999831358
461	0.03992527201
462	0.03987383058
463	0.03974460097
464	0.03973338467
465	0.03965156989
466	0.03956151984
467	0.03955086404
468	0.03942964506
469	0.03933163812
470	0.0392657453
471	0.03919967085
472	0.03918884957
473	0.03911744388
474	0.03904936953
475	0.03903874352
476	0.03898487566
477	0.03892127063
478	0.03880379801
479	0.03872283684
480	0.03862818201
481	0.03857330012
482	0.03850882814
483	0.03842754586
484	0.03838509212
485	0.03836678898
486	0.03835584911
487	0.03834205296
488	0.03824840058
489	0.03823005155
490	0.0381762002
491	0.03815104344
492	0.03813736325
493	0.03808849092
494	0.03807845737
495	0.03805687841
496	0.03801551169
497	0.03790774782
498	0.03789117614
499	0.03787372965
500	0.03778556403
501	0.03769883093
502	0.03761656567
503	0.0375254805
504	0.03745182732
505	0.03734532859
506	0.03732473416
507	0.03722262399
508	0.03720487682
509	0.03712183646
510	0.03702720524
511	0.0369567985
512	0.03693704474
513	0.03692024053
514	0.03689988002
515	0.03682700548
516	0.03681482545
517	0.0368045737
518	0.03672070562
519	0.03663954306
520	0.03657962152
521	0.03651066766
522	0.03642815103
523	0.03634259302
524	0.03633109406
525	0.03626277005
526	0.03621470536
527	0.03616915119
528	0.03608304059
529	0.03601156412
530	0.03599840413
531	0.03594641623
532	0.03589018452
533	0.03583584313
534	0.03580038313
535	0.03578619864
536	0.03577502643
537	0.03568316925
538	0.03558627781
539	0.03553762528
540	0.03544667622
541	0.03538982116
542	0.03536505708
543	0.03529134969
544	0.03524511288
545	0.03518534896
546	0.03512846255
547	0.03505488416
548	0.03495089881
549	0.03486737103
550	0.03481096343
551	0.03473895309
552	0.03469647399
553	0.03462817558
554	0.03456521815
555	0.03452163931
556	0.0344623776
557	0.03445091161
558	0.03437955192
559	0.03433935713
560	0.03428953111
561	0.03423353093
562	0.03415792567
563	0.0340908032
564	0.03407976718
565	0.03401815808
566	0.0340105827
567	0.03393910036
568	0.03393001496
569	0.03392277314
570	0.03385302446
571	0.03384602506
572	0.03377546725
573	0.03376459784
574	0.03372093656
575	0.03364298115
576	0.03363625954
577	0.0335681036
578	0.03351369829
579	0.03347235832
580	0.03346441826
581	0.03339924224
582	0.03338895238
583	0.03338465552
584	0.03337546103
585	0.03329091959
586	0.03321798565
587	0.03315447447
588	0.0330971347
589	0.03308892377
590	0.03300522734
591	0.03299547753
592	0.03298604403
593	0.03297768445
594	0.03292909038
595	0.03286127637
596	0.03281978349
597	0.03277009046
598	0.03268989236
599	0.03263438845
600	0.03257425099
601	0.03250950512
602	0.03245183719
603	0.03240121575
604	0.03232751734
605	0.03229059628
606	0.03228244466
607	0.03223205139
608	0.03222393603
609	0.03216368482
610	0.03209920807
611	0.03203760817
612	0.03202969085
613	0.03196051203
614	0.03188566708
615	0.03187643552
616	0.03183791017
617	0.03179676128
618	0.03173204723
619	0.03167571777
620	0.03161313257
621	0.03156900435
622	0.03156510089
623	0.0315574512
624	0.03149122437
625	0.03144381662
626	0.03138401762
627	0.03138034157
628	0.03137275506
629	0.03133072903
630	0.03130220967
631	0.03124274118
632	0.03120611763
633	0.03115268397
634	0.03108639233
635	0.03107383579
636	0.03102237671
637	0.03098321465
638	0.03091802824
639	0.03091067067
640	0.03086518022
641	0.03082250412
642	0.03074425476
643	0.03073633896
644	0.03069346004
645	0.03063813776
646	0.03063110881
647	0.03058172148
648	0.03052101446
649	0.03048197372
650	0.03046111163
651	0.03041971503
652	0.03041459475
653	0.03037706648
654	0.03033159688
655	0.03027726777
656	0.03020584934
657	0.03014946948
658	0.03011449777
659	0.03006676072
660	0.03005507401
661	0.03002380561
662	0.02997365293
663	0.02996129121
664	0.02990317017
665	0.0298598679
666	0.02979627279
667	0.02973967035
668	0.02967597272
669	0.02965421864
670	0.02959826267
671	0.0295558235
672	0.02954912563
673	0.02952765702
674	0.0294798772
675	0.02947281241
676	0.0294113512
677	0.02940458321
678	0.02935431595
679	0.02931245639
680	0.02927846974
681	0.02923525833
682	0.02918509769
683	0.02918036196
684	0.02917725773
685	0.02917071784
686	0.02913764727
687	0.0291083836
688	0.02906698833
689	0.02906430595
690	0.02904849039
691	0.02902383863
692	0.02900619757
693	0.0289576465
694	0.02892189551
695	0.02887095
696	0.02886660435
697	0.02880150004
698	0.0287296343
699	0.02868463543
700	0.02864115735
701	0.02860518794
702	0.02855869522
703	0.02855427109
704	0.02848714419
705	0.02848176715
706	0.02846718635
707	0.02845976516
708	0.02842140734
709	0.0283616367
710	0.02833993333
711	0.02833693308
712	0.02833188637
713	0.02831775303
714	0.02831485171
715	0.02825475164
716	0.02818318362
717	0.02812668141
718	0.0280620565
719	0.02804001918
720	0.02801152023
721	0.02800453488
722	0.02800217388
723	0.02797158827
724	0.02796963631
725	0.02796720345
726	0.02790877417
727	0.0278768825
728	0.02786707994
729	0.02783144401
730	0.02778105037
731	0.02774416173
732	0.02768589832
733	0.02764541647
734	0.02763758075
735	0.02760416673
736	0.02759440912
737	0.02758900155
738	0.02753413587
739	0.0275295869
740	0.02748045952
741	0.02742552031
742	0.02742108103
743	0.02741603118
744	0.0274068435
745	0.0273784759
746	0.02737423841
747	0.02733908365
748	0.02733523612
749	0.02728193149
750	0.02727939324
751	0.02726140065
752	0.02722263281
753	0.02719094329
754	0.02716874909
755	0.02715070941
756	0.02711372866
757	0.02710882625
758	0.02706142863
759	0.02703382841
760	0.02701542969
761	0.02699782461
762	0.02699263205
763	0.02696134313
764	0.02691605018
765	0.02687541477
766	0.02682721867
767	0.02678904131
768	0.02676488581
769	0.0267144901
770	0.02665782963
771	0.02663465898
772	0.02659707759
773	0.02652727786
774	0.0265232422
775	0.02650394535
776	0.02646993188
777	0.0264220792
778	0.02641625048
779	0.02639349881
780	0.02635797562
781	0.0263526732
782	0.02633036042
783	0.02628584999
784	0.02628208306
785	0.02624262422
786	0.02621176395
787	0.02618109227
788	0.02613444284
789	0.02613263184
790	0.02612452742
791	0.02608368159
792	0.02608152291
793	0.02605318612
794	0.02600254158
795	0.02597502674
796	0.025961502
797	0.02593583475
798	0.02589018007
799	0.02588564844
800	0.02584793543
801	0.02581567358
802	0.02581226801
803	0.02580792116
804	0.02578109865
805	0.02577556047
806	0.02574176166
807	0.02568538863
808	0.02566818757
809	0.02560944557
810	0.02557771939
811	0.02557449272
812	0.02552841891
813	0.02552370778
814	0.02550530272
815	0.0254561089
816	0.02545300757
817	0.02541948532
818	0.02541682099
819	0.0253691946
820	0.02536566927
821	0.02536222551
822	0.02532673192
823	0.02529504142
824	0.02526591344
825	0.02523693929
826	0.02519334764
827	0.0251608181
828	0.02511170585
829	0.02509882858
830	0.02506808342
831	0.0250294515
832	0.02501123241
833	0.02499228964
834	0.02496120482
835	0.02494381803
836	0.02489053968
837	0.0248871607
838	0.02488420852
839	0.02486041937
840	0.02485056789
841	0.02483445752
842	0.02480816682
843	0.0247798757
844	0.02474011174
845	0.02473724093
846	0.02471472699
847	0.02471148866
848	0.02468060444
849	0.02464299545
850	0.0246400606
851	0.02460820166
852	0.02460334979
853	0.02457139561
854	0.0245692519
855	0.02453742435
856	0.02450666649
857	0.0244961674
858	0.02449310135
859	0.02446046007
860	0.0244190667
861	0.02439352894
862	0.02435028122
863	0.02432108221
864	0.02429581467
865	0.02429247095
866	0.02426591827
867	0.02424616314
868	0.02422169889
869	0.02420145116
870	0.02416728024
871	0.02412620513
872	0.02407374751
873	0.02403724735
874	0.02403157199
875	0.02400955062
876	0.02400562573
877	0.02398260063
878	0.02397939207
879	0.02397544562
880	0.02394536873
881	0.02393658634
882	0.02390835129
883	0.02388790737
884	0.02388524118
885	0.02385747425
886	0.02384901576
887	0.0238089754
888	0.02380515608
889	0.02376536069
890	0.02376231105
891	0.02374939208
892	0.02372885949
893	0.02372668061
894	0.02370731982
895	0.02366813224
896	0.02364040451
897	0.02360766932
898	0.02357894313
899	0.02357464261
900	0.02354720453
901	0.02351005835
902	0.02350755027
903	0.02350548015
904	0.02349184573
905	0.02346229077
906	0.02342482094
907	0.02341049757
908	0.02338668809
909	0.02338413156
910	0.02337334086
911	0.02336428559
912	0.02334247414
913	0.02332245986
914	0.02329105138
915	0.02325986822
916	0.02325274245
917	0.02324912566
918	0.02321950501
919	0.02319497218
920	0.02316525221
921	0.02315147741
922	0.02313852076
923	0.02308496536
924	0.02308109578
925	0.0230508461
926	0.02301382307
927	0.02299053451
928	0.02296169874
929	0.02295793183
930	0.02295346883
931	0.02292019535
932	0.0228918708
933	0.02288934371
934	0.02286961939
935	0.02286657495
936	0.02286250488
937	0.02285708338
938	0.0228265019
939	0.02280171085
940	0.02278606953
941	0.02278431669
942	0.02274101633
943	0.02271609511
944	0.02269662381
945	0.02265730024
946	0.02263086653
947	0.02259887694
948	0.02257088818
949	0.02254808083
950	0.02253778029
951	0.02251791562
952	0.02249465478
953	0.02246656671
954	0.0224647371
955	0.02244368072
956	0.02241892084
957	0.02241576127
958	0.02239153825
959	0.02235701759
960	0.0223342296
961	0.02231592846
962	0.02229386157
963	0.02228066622
964	0.02225634687
965	0.02222243977
966	0.02220352482
967	0.02219220673
968	0.02216646297
969	0.02216329443
970	0.0221468624
971	0.02212945085
972	0.02212753353
973	0.0220851418
974	0.02207408892
975	0.02207111209
976	0.0220379005
977	0.0220191597
978	0.02201665559
979	0.02201462995
980	0.02201232656
981	0.02197464914
982	0.02194400738
983	0.02192088622
984	0.02190598362
985	0.02188785343
986	0.02188500341
987	0.02186581896
988	0.02182731943
989	0.02179787503
990	0.02176489076
991	0.02176263655
992	0.02176057024
993	0.02173113973
994	0.02170732675
995	0.02169220517
996	0.02166564451
997	0.02166345209
998	0.021661037
999	0.02163011379
